GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_90	UniRef100_Q02CY1~K00982	55.0	913	376	10	37	927	6	905	0.0	915
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_493	UniRef100_A0A068N627~K11527	32.3	870	482	22	141	926	149	995	1.53e-92	321
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000008.1_68	UniRef100_Q01Q96~K03701	72.3	910	249	2	1	909	7	914	0.0	1337
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000005.1_60	UniRef100_Q01QF5~K01006	70.2	915	269	2	1	912	1	914	0.0	1276
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_326	UniRef100_Q027T3~K07263	54.3	904	407	5	2	903	5	904	0.0	923
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_313	UniRef100_S4Y0R5~K09822	45.3	984	441	19	1	897	40	1013	5.53e-224	666
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_381	UniRef100_Q01VH5~K00163	69.4	886	264	3	11	895	15	894	0.0	1262
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_447	UniRef100_Q01SK1~K09118	56.9	894	376	6	1	887	19	910	0.0	962
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_140	UniRef100_A0A0F7KZ46~K19031	61.1	903	282	13	1	889	1	848	0.0	1066
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_644	UniRef100_Q029J1~K01681	68.9	876	268	3	4	876	3	877	0.0	1214
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_139	UniRef100_A0A0F7KZ46~K19031	61.6	890	286	11	1	876	1	848	0.0	1084
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_726	UniRef100_A0A142YDJ2~K01992	47.2	898	434	7	4	866	26	918	2.27e-263	763
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_700	UniRef100_Q3SLF6~K01537	60.3	868	330	4	10	864	12	877	0.0	969
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000002.1_108	UniRef100_Q01WI5~K12132	37.3	924	455	31	8	863	9	876	4.12e-140	443
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000011.1_6	UniRef100_Q01ZH3~K02469	74.4	841	196	1	19	859	3	824	0.0	1108
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_1132	UniRef100_Q47EY4~K01539	42.5	882	436	17	19	856	21	875	4.10e-181	550
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_806	UniRef100_Q01XA0~K01872	65.9	879	278	5	1	858	1	878	0.0	1147
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000003.1_233	UniRef100_Q01X96~K03555	67.8	867	265	4	3	855	2	868	0.0	1113
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000006.1_74	UniRef100_Q02BZ7~K00688	59.6	850	341	2	1	849	1	849	0.0	1051
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000005.1_222	UniRef100_Q027I5~K02004	51.7	849	407	3	3	850	5	851	6.66e-268	771
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_929	UniRef100_Q01PF1~K01873	60.2	855	324	6	1	841	1	853	0.0	1045
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_919	UniRef100_A5GEJ8~K02004	38.9	857	502	10	3	847	4	850	5.54e-169	517
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000004.1_161	UniRef100_Q026S5~K05365	50.5	790	381	9	3	787	17	801	2.52e-267	770
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_497	UniRef100_B5Y7K6~K00615	37.9	840	404	27	22	834	9	757	7.65e-143	446
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000004.1_173	UniRef100_Q02BQ1~K03695	72.6	854	201	4	1	824	1	851	0.0	1150
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000004.1_282	UniRef100_G8NQT8~K01897	50.1	864	391	8	13	837	14	876	4.16e-275	790
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000005.1_113	UniRef100_B5E922~K01971	43.3	891	426	19	1	835	1	868	8.49e-224	658
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_872	UniRef100_Q01SM1~K02238	51.6	828	378	9	1	820	25	837	1.37e-256	741
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000002.1_118	UniRef100_Q02DA6~K02335	61.9	858	301	7	3	835	9	865	0.0	972
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000003.1_160	UniRef100_Q025Q2~K03696	84.1	831	121	3	1	828	1	823	0.0	1327
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000004.1_2	UniRef100_Q01YX3~K08301	51.2	954	299	20	1	828	1	913	5.43e-250	726
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000006.1_39	UniRef100_A0A143PUT7~K15987	73.6	810	194	4	26	815	12	821	0.0	1120
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000005.1_130	UniRef100_Q01U81~K01869	66.5	816	264	4	1	813	1	810	0.0	1159
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000005.1_185	UniRef100_Q02B75~K04066	66.3	801	267	3	13	812	8	806	0.0	1045
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_1026	UniRef100_Q01N68~K03168	59.7	937	243	5	1	808	1	931	0.0	974
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000003.1_130	UniRef100_Q02C77~K02406	39.8	923	408	20	1	803	1	895	1.16e-140	443
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_287	UniRef100_Q02D47~K02470	73.7	805	205	2	6	803	11	815	0.0	1178
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000009.1_20	UniRef100_Q02CL8~K00362	77.5	799	180	0	1	799	1	799	0.0	1269
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000004.1_118	UniRef100_Q024C1~K01235	64.1	813	269	4	8	797	17	829	0.0	1089
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000003.1_221	UniRef100_A0A1P8ESE0~K16090	38.8	693	376	11	145	799	71	753	4.82e-144	447
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000008.1_57	UniRef100_G2LEE3~K02014	41.6	808	444	15	9	795	16	816	2.87e-181	546
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_94	UniRef100_A7HBD2~K00797	34.3	810	476	17	14	779	7	804	2.55e-106	355
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000003.1_220	UniRef100_I3Z9U6~K16091	38.5	781	461	10	24	791	35	809	2.68e-171	520
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_404	UniRef100_Q026Q2~K01338	81.7	775	140	1	1	773	15	789	0.0	1238
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_950	UniRef100_Q01P03~K07456	50.3	801	371	6	5	789	6	795	3.77e-234	680
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_556	UniRef100_Q01WE5~K03466	59.3	814	278	12	1	780	1	795	1.24e-301	852
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_439	UniRef100_Q01QH1~K00990	49.2	797	370	10	18	781	28	822	1.27e-241	700
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000004.1_174	UniRef100_A0A1W1I8L7~K01338	60.1	764	299	3	9	766	9	772	1.98e-312	879
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000008.1_42	UniRef100_Q02A68~K02453	38.2	853	405	10	18	766	24	858	2.38e-170	519
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_760	UniRef100_A0A0K2GE73~K17686	61.9	816	259	3	11	779	87	897	0.0	910
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_500	UniRef100_Q025V3~K03520	74.4	776	198	1	1	776	1	775	0.0	1195
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_147	UniRef100_W0RJY4~K07303	50.4	779	343	11	1	776	1	739	1.95e-250	719
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000003.1_298	UniRef100_Q02AZ8~K06877	70.9	776	219	1	1	769	1	776	0.0	1117
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000002.1_300	UniRef100_Q7NKQ9~K02004	37.5	786	462	15	1	772	142	912	2.10e-134	426
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_150	UniRef100_B3R165~K00797	32.3	773	432	21	5	726	65	797	3.28e-71	256
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_822	UniRef100_Q01RQ5~K09774	32.2	794	477	11	1	768	1	759	6.33e-120	384
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000006.1_145	UniRef100_C6VVR7~K02014	31.4	777	469	21	12	751	43	792	2.79e-82	285
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_433	UniRef100_A1TU37~K00256	39.9	720	382	14	57	751	68	761	7.99e-139	433
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_1182	UniRef100_Q029J7~K00951	67.4	746	231	5	9	749	2	740	0.0	999
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_1301	UniRef100_G8P0Y7~K16554	30.0	746	476	11	20	738	19	745	6.17e-83	286
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_817	UniRef100_Q01ZA3~K03579	56.9	792	293	17	1	745	25	815	2.71e-264	756
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000007.1_63	UniRef100_F3LLH9~K07093	57.1	765	268	13	1	742	1	728	1.78e-290	819
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_178	UniRef100_G2LEK1~K02014	47.9	726	345	8	40	742	32	747	1.26e-220	642
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000002.1_165	UniRef100_D5MFS6~K01835	42.2	687	371	13	17	691	9	681	3.29e-148	455
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000007.1_115	UniRef100_Q01Q24~K00700	61.2	722	268	3	1	710	1	722	0.0	953
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000009.1_91	UniRef100_G8P0Y7~K16554	31.1	714	456	9	36	716	37	747	1.48e-91	308
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000002.1_83	UniRef100_A0A143PL64~K07303	59.6	738	285	7	5	731	8	743	2.05e-309	867
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000009.1_19	UniRef100_G8NTL2~K00372	65.8	720	236	3	10	726	10	722	0.0	979
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_580	UniRef100_Q01TY5~K01952	71.4	734	196	6	3	730	16	741	0.0	1028
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_664	UniRef100_Q46YB3~K00256	34.9	750	452	12	2	728	19	755	1.57e-119	382
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_935	UniRef100_Q12FQ6~K03782	77.3	732	158	3	1	725	1	731	0.0	1172
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_774	UniRef100_Q01NT3~K02453	41.7	707	352	15	32	724	89	749	1.00e-158	483
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_329	UniRef100_Q7UQ42~K05939	42.7	731	402	6	8	724	36	763	1.55e-176	529
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000007.1_70	UniRef100_Q01VX0~K12573	64.1	729	248	2	2	716	21	749	0.0	924
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000004.1_228	UniRef100_G4R9H5~K00114	32.9	718	422	17	30	721	45	728	7.90e-112	360
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000002.1_357	UniRef100_Q01WS0~K01434	51.7	715	343	2	8	722	27	739	8.06e-262	746
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000005.1_31	UniRef100_Q029V8~K03657	59.6	743	270	9	1	718	49	786	6.09e-290	819
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000005.1_124	UniRef100_Q01VR3~K01278	55.4	719	314	5	6	718	7	724	4.91e-280	791
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000004.1_83	UniRef100_Q02AD7~K13503	72.7	704	191	1	5	707	6	709	0.0	1032
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_1039	UniRef100_Q01PP7~K02400	68.6	673	210	1	45	716	27	699	1.19e-310	868
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_1066	UniRef100_G4R9H5~K00114	34.9	697	414	11	39	715	52	728	6.53e-125	394
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_51	UniRef100_Q024N0~K00117	61.6	695	226	7	21	711	22	679	1.68e-298	837
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000002.1_160	UniRef100_U5QL55~K01301	43.9	725	354	7	24	706	35	748	3.37e-190	563
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_702	UniRef100_Q01NW3~K00962	71.9	697	195	1	1	697	1	696	0.0	991
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000006.1_18	UniRef100_A0A143PRL3~K07516	58.1	702	286	4	1	695	1	701	1.42e-265	754
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000003.1_183	UniRef100_H1XWF3~K11177	39.2	739	394	15	4	701	38	762	5.31e-148	455
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_883	UniRef100_Q02AP4~K12132	48.1	702	353	9	1	699	23	716	1.98e-193	570
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_234	UniRef100_Q02D82~K04744	40.4	736	397	14	3	699	81	813	5.49e-194	575
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000006.1_157	UniRef100_Q01Q42~K03587	48.3	702	326	11	8	698	4	679	1.14e-186	551
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_107	UniRef100_Q01NV9~K03655	73.2	699	186	1	1	698	1	699	0.0	1035
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000005.1_131	UniRef100_Q020J5~K11381	69.0	687	212	1	11	697	12	697	0.0	951
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_1064	UniRef100_A9GNT9~K06937	56.2	616	256	3	5	619	5	607	3.65e-258	731
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_116	UniRef100_Q01P46~K02355	73.8	698	180	2	1	695	1	698	0.0	1041
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_88	UniRef100_M4ZSD4~K00114	31.2	603	291	15	46	631	33	528	4.96e-77	263
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000002.1_152	UniRef100_Q02CT7~K00336	60.5	759	214	7	1	675	1	757	0.0	894
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000010.1_71	UniRef100_Q01S41~K07303	62.6	696	250	5	1	689	7	699	7.61e-295	827
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000005.1_2	UniRef100_Q01W89~K02355	73.2	686	183	1	1	686	10	694	0.0	1015
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_92	UniRef100_G2LDL7~K13598	35.7	718	392	14	16	670	38	748	5.57e-107	348
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_103	UniRef100_Q01SM6~K07263	42.8	689	377	9	11	684	44	730	8.65e-182	540
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000013.1_10	UniRef100_D5BXJ2~K01950	63.8	685	244	2	1	681	1	685	0.0	901
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000007.1_132	UniRef100_Q01R34~K06200	71.5	681	187	2	6	679	2	682	0.0	966
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000002.1_335	UniRef100_Q01QH9~K06888	59.5	704	259	5	1	678	1	704	1.32e-291	818
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000005.1_116	UniRef100_A0A0H3C9P9~K01303	37.1	663	399	10	21	671	37	693	5.40e-138	426
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000003.1_291	UniRef100_H1XPJ5~K01354	58.5	668	272	2	4	666	28	695	1.73e-290	815
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000006.1_30	UniRef100_Q01VP8~K00705	46.9	710	316	14	5	664	23	721	2.81e-196	577
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000002.1_211	UniRef100_Q024Y3~K08884	40.5	708	291	13	1	672	1	614	5.20e-137	421
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_366	UniRef100_Q01NV7~K01972	65.6	654	223	2	17	669	7	659	1.66e-297	832
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_738	UniRef100_Q024N0~K00117	63.9	674	231	6	4	668	10	680	6.65e-309	861
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_417	UniRef100_Q01YS1~K02198	65.1	668	233	0	1	668	1	668	0.0	899
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_142	UniRef100_Q023X7~K08309	43.5	662	364	6	5	662	28	683	3.83e-154	467
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_890	UniRef100_Q01SR6~K03702	76.3	654	155	0	4	657	3	656	0.0	1030
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000007.1_11	UniRef100_A0A0K2N308~K07306	31.6	719	402	25	16	662	88	788	3.87e-69	246
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_136	UniRef100_Q024N0~K00117	58.8	668	235	8	27	658	16	679	6.06e-269	759
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000003.1_293	UniRef100_Q027J9~K01415	56.1	645	282	1	19	663	29	672	1.97e-269	760
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_1110	UniRef100_Q01SP7~K01890	53.5	775	240	6	1	662	1	768	1.18e-262	747
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000002.1_34	UniRef100_E8V2F0~K01187	38.8	670	370	9	18	655	29	690	1.25e-149	455
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_1057	UniRef100_A0A0F7KSS5~K00117	48.6	644	288	9	33	662	15	629	1.19e-211	612
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_737	UniRef100_A0A0F7KSF1~K00117	54.3	630	254	6	36	659	52	653	1.88e-242	691
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000004.1_203	UniRef100_Q01UA7~K01414	62.5	675	232	7	2	657	9	681	4.92e-293	820
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_101	UniRef100_Q02D56~K00117	53.4	639	275	8	23	645	113	744	1.58e-227	656
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000005.1_186	UniRef100_Q024N0~K00117	61.9	658	217	7	28	651	22	679	1.32e-290	814
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000004.1_105	UniRef100_G2IL53~K00117	49.1	666	305	12	1	655	1	643	2.05e-215	622
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000011.1_75	UniRef100_Q01RF5~K01652	45.2	650	314	11	10	655	6	617	3.46e-166	495
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000005.1_242	UniRef100_Q01U38~K01887	67.7	650	201	2	1	649	1	642	0.0	885
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000002.1_69	UniRef100_Q026C0~K07315	45.9	643	319	10	13	647	13	634	3.39e-157	472
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000001.1_85	UniRef100_A0A1X9NKI5~K17760	39.3	623	304	17	33	643	20	580	7.12e-127	396
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000008.1_51	UniRef100_A0A143PJ18~K00117	57.1	665	242	9	5	626	9	673	4.44e-264	746
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000008.1_11	UniRef100_A0A223DW95~K19421	40.3	533	298	8	66	591	57	576	2.70e-122	381
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000005.1_61	UniRef100_Q01QF4~K01879	59.7	653	243	7	1	641	1	645	9.56e-259	731
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000004.1_45	UniRef100_Q1IQ41~K06158	66.1	641	212	2	1	639	1	638	1.69e-294	822
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000002.1_374	UniRef100_Q02CD2~K01953	59.2	644	257	5	1	640	1	642	1.70e-273	769
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000002.1_254	UniRef100_Q01P25~K01585	77.2	631	144	0	14	644	2	632	0.0	1005
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000011.1_41	UniRef100_Q02CZ7~K03770	36.1	646	404	8	1	642	1	641	1.91e-123	385
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000004.1_56	UniRef100_Q01Q64~K01868	73.9	643	168	0	1	643	1	643	0.0	1011
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000009.1_57	UniRef100_Q02AD1~K11085	73.0	601	160	1	21	619	6	606	9.02e-291	812
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000005.1_238	UniRef100_A0A127EUS2~K01652	52.5	642	297	5	3	642	8	643	1.12e-228	655
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000009.1_83	UniRef100_Q01NE9~K01895	74.9	638	160	0	4	641	6	643	0.0	1043
GCA_055850635.1_ASM5585063v1_genomicΩJBCUGQ010000002.1_370	UniRef100_Q01QW7~K03572	69.0	665	177	10	1	641	1	660	7.33e-302	841
